annealing_time,average_triangular_op,triangular_op_sem,triangular_op_bootstrap_sem,triangular_op_std,triangular_op_bootstrap_std,average_villain_op,villain_op_sem,villain_op_bootstrap_sem,villain_op_std,villain_op_bootstrap_std,average_vortices,vortices_sem,vortices_bootstrap_sem,vortices_std,vortices_bootstrap_std,corr_length_periodic,corr_length_periodic_sigma_1_negative,corr_length_periodic_sigma_1_positive,corr_length_periodic_sigma_2_negative,corr_length_periodic_sigma_2_positive,corr_length_non_periodic,corr_length_non_periodic_sigma_1_negative,corr_length_non_periodic_sigma_1_positive,corr_length_non_periodic_sigma_2_negative,corr_length_non_periodic_sigma_2_positive
3.6,0.6984151555789845,0.0008267136867297004,0.0008169750004482718,0.2629924241321277,0.0037438497804407867,0.5566292393482628,0.0007511221696152558,0.0007961438471608435,0.2389454092479373,0.0036483894436879186,1.1598122529644268,0.0036026110920157222,0.0033785253768095296,1.1460550847324786,0.015482348276558871,0.4633722965020948,-0.04590566743502089,0.01732514841633881,-0.020687742316989333,0.006292357559623429,0.8160783855075913,-0.010935191874121175,0.010879622505447273,-0.004841520163398005,0.004830605577397895
4.0,0.7324923300033055,0.0008248002003394522,0.0009301082119137501,0.2623837098548718,0.004262291285594787,0.5756360275576473,0.0007492515289785912,0.0007983090285072383,0.23835032497194983,0.0036583115511010793,0.9521739130434783,0.003396101290163175,0.004094167503498922,1.0803606196860762,0.01876183249261219,0.4717667644138876,-0.04738971178791784,0.04497755207315679,-0.021372832675592868,0.006756813890901103,0.8475617372362577,-0.007419691570489606,0.0073921906271756654,-0.0032864625098854017,0.0032810619351426595
6.5,0.7830908403697565,0.0008083472573389368,0.0006691823093000996,0.25714973413477704,0.0030665785860930577,0.6044265709542679,0.0007385285389871249,0.0006988833825229095,0.23493914988549902,0.00320268600235801,0.6831521739130435,0.003044860908080839,0.003934336476544304,0.9686247660045701,0.018029394713190126,0.4838993693116201,-0.036628196800014834,0.012326265475755438,-0.016459331923210474,0.005450381045507324,0.9185110198693635,-0.009016905093122807,0.007065442115889331,-0.0039947259713415395,0.0030488700223079146
8.0,0.8171397831935464,0.000781278570805421,0.0006477206352540193,0.24853870034666764,0.0029682288402364254,0.6245758095848124,0.0007246330831744145,0.000639743691072473,0.2305187566256976,0.0029316738897100523,0.5355138339920948,0.002784337895786087,0.002898687606917971,0.8857477317357487,0.013283455374732,0.4905109954329493,-0.031919462240267205,0.011001904207080138,-0.014319983478104703,0.004887408752343614,0.9972650253202995,-0.027637705843886806,0.022556539577014867,-0.01234417106321839,0.009888894536604909
11.0,0.8712252099212502,0.0007103664877719889,0.0007725222690578845,0.2259802972180176,0.0035401417739967973,0.6597819871707332,0.0006972025666421177,0.0004845072229671562,0.22179261823725233,0.00222029102399984,0.33313241106719366,0.0022893070576034194,0.001220035166776484,0.7282695597354526,0.00559090350226131,0.49938839106772215,-0.03190506982402663,0.01139907914272209,-0.014315688549146444,0.005046259622875304,1.0752043038423122,-0.03551144317338495,0.03018533973303894,-0.0159740982915777,0.013174585163055141
14.0,0.9021082216422208,0.0006326077226747294,0.0006248023912487627,0.20124384195096554,0.0028632042522868696,0.6799991702443056,0.0006738187201412708,0.0005553987004275464,0.2143537980320148,0.002545156585589334,0.22400197628458499,0.0019132095981110391,0.0017937760528745621,0.6086262247217246,0.00822011454209679,0.49981723947792467,-0.027384615654449718,0.009766042669355546,-0.012266427535963631,0.0043207663558177956,1.1337339818732317,-0.04933664873727106,0.0442917287203618,-0.02230378546406009,0.019042791021864458
16.0,0.9153643975185325,0.0005866751117173908,0.0005559676535182784,0.18663185608899927,0.0025477638561944927,0.6866402320130166,0.0006595473101286435,0.0005308699917680096,0.2098138070106353,0.0024327519214574875,0.17701581027667984,0.0017200273078494292,0.001915530494719374,0.5471714797104589,0.00877806348804774,0.5009873678535367,-0.03188032045708922,0.011463017679349319,-0.01430484828034606,0.005069474778738536,1.1763995341720035,-0.057431216110154226,0.05174406341789739,-0.026032579507832,0.02229476209844794
20.0,0.9291716421715951,0.0005084347288102442,0.0005247733780001338,0.16174218957437672,0.0024048137273832864,0.6973387096398617,0.0006446627527168506,0.0005223289032322732,0.20507876282460488,0.002393611736725156,0.0982509881422925,0.0012941367257234538,0.0014669408913913378,0.41168806095707555,0.006722367674826799,0.49841067387865623,-0.02754933013164962,0.009769312709904554,-0.012340695975854743,0.0043259819166059366,1.1755691252867297,-0.05918614957411761,0.053487601442631205,-0.026844497942254186,0.02303249766779558
30.0,0.9356270045020622,0.0004428072330756698,0.00044800415551551345,0.1408649082737228,0.0020530129543046083,0.7020376088822428,0.0006281331318752062,0.0007176552508543511,0.1998203945105088,0.0032887095099225854,0.027015810276679843,0.0006569609951764991,0.0007480476773419607,0.20899105392241166,0.003427985104855438,0.497019141137485,-0.027539820287191485,0.009708054068158667,-0.012336122489664536,0.004295935156302555,1.1735981299271196,-0.05988183820502713,0.05417243978348485,-0.027165903728479046,0.02331911922800778
50.0,0.9225653593910262,0.0004565809714655703,0.0005953500384894738,0.14524658104226143,0.0027282366163728865,0.6917500650129019,0.0006382589520226245,0.0006916303826303647,0.20304159917863254,0.003169448581334917,0.024298418972332016,0.0005511744801291104,0.0007627738019768033,0.1753384696246282,0.003495468685687958,0.49606835548428324,-0.027220772176935082,0.009621655474994828,-0.012191585466833299,0.004232656350989128,1.1661458194241887,-0.057436620209566525,0.05165796143322676,-0.02603456042031671,0.02226953556427025
100.0,0.910529916440925,0.0004795372316037394,0.00041443360493737376,0.15254937837059304,0.0018991733651589396,0.6827628372464865,0.000643037208873021,0.000516982632119545,0.20456164822630554,0.002369112044665323,0.025760869565217392,0.0005395900146771104,0.0008946995696117785,0.17165324377146962,0.004100028501990387,0.47836008076681896,-0.03312038362625058,0.3845583284803178,-0.014875652109899828,0.002008375096548054,1.0393094682764095,-0.008653672298625792,0.0032997710019347926,-0.003861876745951398,0.0014606771375280658
200.0,0.895867584129983,0.0005098299032636603,0.0005136039859188185,0.16218601954535802,0.0023536291427040195,0.6722806182529846,0.0006460908060774992,0.0005558779620291012,0.20553305216459716,0.0025473528381561444,0.04286561264822134,0.0006973301452957408,0.0010408670394936523,0.22183320329096856,0.004769851996864251,0.4785024395456421,-0.03565661670034537,0.07048976374760718,-0.01603107225927003,0.0012040557698824728,1.031470462369635,-0.008019627011852215,0.0030101140836948925,-0.0035768403568445795,0.0013327264366937985
