annealing_time,average_triangular_op,triangular_op_sem,triangular_op_bootstrap_sem,triangular_op_std,triangular_op_bootstrap_std,average_villain_op,villain_op_sem,villain_op_bootstrap_sem,villain_op_std,villain_op_bootstrap_std,average_vortices,vortices_sem,vortices_bootstrap_sem,vortices_std,vortices_bootstrap_std,corr_length_periodic,corr_length_periodic_sigma_1_negative,corr_length_periodic_sigma_1_positive,corr_length_periodic_sigma_2_negative,corr_length_periodic_sigma_2_positive,corr_length_non_periodic,corr_length_non_periodic_sigma_1_negative,corr_length_non_periodic_sigma_1_positive,corr_length_non_periodic_sigma_2_negative,corr_length_non_periodic_sigma_2_positive
3.6,0.6984151555789845,0.0008267136867297004,0.0008169750004482718,0.2629924241321277,0.0037438497804407867,0.5566292393482628,0.0007511221696152558,0.0007961438471608435,0.2389454092479373,0.0036483894436879186,1.1598122529644268,0.0036026110920157222,0.0033785253768095296,1.1460550847324786,0.015482348276558871,0.4633722865080198,-0.01032450348052355,0.010070038041794571,-0.0013471235210706367,0.004484844576674807,0.8160783887091547,-0.007181886508380586,0.007348257227265176,-0.0032045034429109,0.003237135251370704
4.0,0.7324923300033055,0.0008248002003394522,0.0009301082119137501,0.2623837098548718,0.004262291285594787,0.5756360275576473,0.0007492515289785912,0.0007983090285072383,0.23835032497194983,0.0036583115511010793,0.9521739130434783,0.003396101290163175,0.004094167503498922,1.0803606196860762,0.01876183249261219,0.471766751706558,-0.009428615876226953,0.010789031003568872,-0.001499094841358184,0.004805310571032395,0.8475617415659122,-0.005277198113970982,0.00536375278572554,-0.0023504684259963993,0.002367442526413188
6.5,0.7830908403697565,0.0008083472573389366,0.0006691823093000964,0.25714973413477704,0.003066578586093043,0.6044265709542679,0.0007385285389871249,0.0006988833825229095,0.23493914988549902,0.00320268600235801,0.6831521739130435,0.003044860908080839,0.003934336476544304,0.9686247660045701,0.018029394713190126,0.4838993323477585,-0.0028693763848316456,0.008726354101122602,-0.0012730807975883662,0.003884959503171026,0.9185109699698027,-0.005784499134819598,0.007670794416609117,-0.00256500557364292,0.0033826599541467717
8.0,0.8171397831935464,0.000781278570805421,0.0006477206352540193,0.24853870034666764,0.0029682288402364254,0.6245758095848124,0.0007246330831744145,0.000639743691072473,0.2305187566256976,0.0029316738897100523,0.5355138339920948,0.002784337895786087,0.002898687606917971,0.8857477317357487,0.013283455374732,0.49051098208585536,-0.0026328564823841494,0.007801927834689637,-0.0011748964794454642,0.0034697800679219237,0.9972647677571562,-0.021939631341871157,0.028265765975162838,-0.009738673449529056,0.012429926469888608
11.0,0.8712252099212502,0.0007103664877719889,0.0007725222690578845,0.2259802972180176,0.0035401417739967973,0.6597819871707332,0.0006972025666421177,0.0004845072229671562,0.22179261823725233,0.00222029102399984,0.33313241106719366,0.0022893070576034194,0.001220035166776484,0.7282695597354526,0.00559090350226131,0.49938837282013593,-0.005921970888502437,0.008084493947205007,-0.001255213666049082,0.003595894807709832,1.0752037764624562,-0.03379887677551063,0.042683354722788724,-0.015017764345644613,0.018775208443793767
14.0,0.9021082216422208,0.0006326077226747294,0.0006248023912487627,0.20124384195096554,0.0028632042522868696,0.6799991702443056,0.0006738187201412708,0.0005553987004275464,0.2143537980320148,0.002545156585589334,0.22400197628458499,0.0019132095981110391,0.0017937760528745621,0.6086262247217246,0.00822011454209679,0.49981722110178906,-0.0024274861618857613,0.0069361039718296436,-0.0010768472222730807,0.0030832862834631047,1.1337330922520032,-0.05327309080062559,0.0671731417189454,-0.02370726743114071,0.029412841085480146
16.0,0.9153643975185325,0.0005866751117173908,0.0005559676535182784,0.18663185608899927,0.0025477638561944927,0.6866402320130166,0.0006595473101286435,0.0005308699917680096,0.2098138070106353,0.0024327519214574875,0.17701581027667984,0.0017200273078494292,0.001915530494719374,0.5471714797104589,0.00877806348804774,0.5009873455274615,-0.0035287563573384584,0.008068466977245836,-0.0012702432270300656,0.0036162799625562014,1.1763995031577956,-0.0674797753617773,0.08523891315046961,-0.03006640505498237,0.037165100241457694
20.0,0.9291716421715951,0.0005084347288102442,0.0005247733780001338,0.16174218957437672,0.0024048137273832864,0.6973387096398617,0.0006446627527168506,0.0005223289032322732,0.20507876282460488,0.002393611736725156,0.0982509881422925,0.0012941367257234538,0.0014669408913913378,0.41168806095707555,0.006722367674826799,0.4984106537783439,-0.0024150591184899373,0.006938913237619415,-0.0010712910306023282,0.003084582803817293,1.1755680801828612,-0.06954450376412269,0.08791061384337606,-0.030990276044231324,0.03830801138643247
30.0,0.9356270045020622,0.0004428072330756698,0.00044800415551551345,0.1408649082737228,0.0020530129543046083,0.7020376088822428,0.0006281331318752062,0.0007176552508543511,0.1998203945105088,0.0032887095099225854,0.027015810276679843,0.0006569609951764991,0.0007480476773419607,0.20899105392241166,0.003427985104855438,0.49701910532095545,-0.002387550535009886,0.006897555649267806,-0.0010599685633407852,0.003066201578037109,1.1735968948880078,-0.07015237279977571,0.08527608293993416,-0.03129165344142115,0.031585655667382806
50.0,0.9225653593910262,0.0004565809714655703,0.0005953500384894738,0.14524658104226143,0.0027282366163728865,0.6917500650129019,0.0006382589520226245,0.0006916303826303647,0.20304159917863254,0.003169448581334917,0.024298418972332016,0.0005511744801291104,0.0007627738019768033,0.1753384696246282,0.003495468685687958,0.4960683290298662,-0.0023423006185767647,0.006790309745541623,-0.0010386345409606479,0.002888721664811411,1.1661446896749208,-0.06625725027104101,0.08371614864639554,-0.029517106457631836,0.03651388668779498
