ratio,average_triangular_op,triangular_op_sem,triangular_op_bootstrap_sem,triangular_op_std,triangular_op_bootstrap_std,average_villain_op,villain_op_sem,villain_op_bootstrap_sem,villain_op_std,villain_op_bootstrap_std,average_afm_op,afm_op_sem,afm_op_bootstrap_sem,afm_op_std,afm_op_bootstrap_std
1.0,0.007462002756233376,5.113037718178737e-05,7.262942083555422e-05,0.015184861217832772,0.0005031913880459262,0.009222993291417448,7.048519950639255e-05,9.936220123121693e-05,0.020932917600245467,0.0006884015235374024,0.96770880574452,0.0005004915636479866,0.0004701444177309624,0.14863756838073697,0.003257256073619652
0.9,0.008597857263512578,5.659273761375429e-05,9.479195613830748e-05,0.01680709030459069,0.0006567379367215562,0.010687228823496786,8.10334253145356e-05,0.0001201404382127397,0.024065563080671683,0.0008323573721122184,0.9682660934744268,0.0004886782142721256,0.0005047669982345388,0.14512920249967878,0.003497128347705004
0.8,0.010881022115368837,6.467310444492777e-05,0.00011064002275973077,0.019206823216481938,0.0007665365630817226,0.01353764570861415,9.030256407364962e-05,0.00013352585443054583,0.02681834124159862,0.0009250942559910052,0.9680972852103804,0.000472125215817099,0.0005071886943295338,0.14021324063644197,0.0035139063504130937
0.7,0.012168666701619733,7.375091466872436e-05,0.00015740418050615734,0.021902780023530004,0.0010905281518416286,0.01544067231132109,0.00010741860540537064,0.00020776546446748588,0.03190151736010868,0.001439441362063327,0.9665202191987906,0.00047958180590393357,0.0005206276815857053,0.1424277223568542,0.0036070143853329326
0.6,0.01409736982858388,8.602116886778988e-05,9.51378313270833e-05,0.02554683894486156,0.0006591342303217051,0.01807019043928387,0.00012646392347879224,0.000130279592057154,0.03755765619057681,0.0009026034905293501,0.9631120874275636,0.0004984392770788774,0.0005710194573017368,0.14802807382096975,0.003956138848628061
0.5,0.01616973550176033,9.902262396577877e-05,0.00011642091248545938,0.029408052223045014,0.0008065877419533821,0.021088751323214774,0.00014818524644630575,0.00014908542983579494,0.04400852342272592,0.0010328941565753674,0.959239417989418,0.0005197754552400375,0.0005606144510859523,0.15436455952973496,0.0038840508509528256
0.4,0.019576716747873646,0.00011483134695462467,0.00015351688917396026,0.034102976803071276,0.001063596207476879,0.025918657129969897,0.00017329472598023749,0.00021386489021130156,0.05146561611381169,0.0014816994232044565,0.9506653124212648,0.0005666937830675681,0.0005399896496796629,0.1682985130012851,0.003741158035225981
0.3,0.023156106271917658,0.00013671333245113382,0.0001498973648142951,0.04060155810149904,0.001038519407116186,0.03169980170875528,0.00021113530431702868,0.00020443324518295628,0.06270363081500926,0.001416355069652263,0.9357119236583522,0.0006556511089306472,0.0006469011192734872,0.19471734114209407,0.004481862424219417
0.2,0.029321435847723107,0.00015600518428218106,0.00016647035054123308,0.04633091330746439,0.0011533404203648674,0.04135191673942038,0.0002468751808204763,0.00025079875389446286,0.0733177724380569,0.0017375847368806898,0.911918146888385,0.0007609732055886541,0.0006781219243230194,0.22599623069999616,0.004698166506615388
0.1,0.036408147987887385,0.0001836811206041303,0.0002130290460297414,0.054550200457023516,0.0014759085248457645,0.052553055568032185,0.0002900667480369369,0.00031854798150553,0.08614494074997513,0.002206965154464356,0.877237496850592,0.0008921978830192818,0.0009541874619352675,0.2649677506646236,0.0066108046560683096
0.0,0.0467322355423295,0.0002067921916792607,0.00021014112219245617,0.061413799480038916,0.0014559004015874955,0.06954065520794878,0.0003305801891337225,0.0003433840632134515,0.09817675069192609,0.0023790345759805644,0.8255010707986898,0.001027045483402773,0.0010685825983414755,0.30501521775255375,0.0074033574096456075
-0.1,0.059616830450131976,0.00023126108843970025,0.0001844603922714795,0.06868064987192496,0.001277979085593152,0.09214508350430639,0.0003736545444627609,0.00039052341159763243,0.11096910904659997,0.002705625561728929,0.752185689090451,0.0011560982575479191,0.0010245895726943867,0.3433417190064578,0.007098564787247854
-0.2,0.07622887308718865,0.0002453285474746316,0.0002398254582170528,0.07285844837267744,0.0016615595143216896,0.12048167655837966,0.00039765347873842134,0.00048572033957856967,0.11809638849255719,0.003365169225678764,0.6575355883093978,0.0012236942318644738,0.0013219221390092391,0.3634165853668548,0.00915854523365652
-0.3,0.09536925656772624,0.00024877404311024855,0.00026488079739502306,0.07388170256983458,0.0018351479961501514,0.15477074583288344,0.00040372110217737686,0.00042059324874240734,0.11989837050248901,0.0029139555045692178,0.5465976946334089,0.00118573463035663,0.0013003922260893378,0.35214322278766846,0.00900938162141731
