ratio,average_triangular_op,triangular_op_sem,triangular_op_bootstrap_sem,triangular_op_std,triangular_op_bootstrap_std,average_villain_op,villain_op_sem,villain_op_bootstrap_sem,villain_op_std,villain_op_bootstrap_std,average_afm_op,afm_op_sem,afm_op_bootstrap_sem,afm_op_std,afm_op_bootstrap_std
1.0,0.04898582961165743,0.00015028434012586233,0.00015500737731669785,0.04463191890627517,0.0010739226122420808,0.07368610653803097,0.0002452256980088019,0.0002437052847294604,0.07282790381284758,0.0016884397408978603,0.6964457357016881,0.0010973776238461768,0.0012636910991733748,0.32590267938791645,0.008755108755363384
0.9,0.05364392899207963,0.0001550283749767967,0.00012690460787163527,0.04604081738883243,0.0008792209141931103,0.08072792979085489,0.0002525450163056823,0.00023831656063916758,0.07500161812268182,0.0016511055652484298,0.6853316326530612,0.0010906809760937164,0.0011435726244391046,0.32391388774680874,0.007922903550693645
0.8,0.05802163376227126,0.00015756178302583963,0.00014903027472878942,0.046793196928222175,0.0010325120307848453,0.08793720839419378,0.0002574381811823605,0.00029234604950471247,0.07645480571220732,0.0020254328445368326,0.6693115394305871,0.0010838110965444632,0.0010301109803238816,0.32187364917849653,0.0071368182214221875
0.7,0.06236196012807587,0.00016191370331768552,0.0001769707556736586,0.04808564398817246,0.0012260893611225395,0.0948892067574017,0.00026259536939149343,0.0002815618418769658,0.07798640378650869,0.0019507176624143166,0.6504064310909549,0.001077779373694605,0.001027722536235926,0.3200823290391224,0.007120270595376681
0.6,0.06607046850291518,0.00016611250586172645,0.00016519219700041946,0.049332617654837596,0.0011444851128746146,0.10079969503711571,0.0002679600873327187,0.0002554845684607161,0.0795796346973759,0.0017700490124950778,0.6303139959687579,0.0010804645989546076,0.0010523290560460143,0.32087979573424946,0.007290749565410773
0.5,0.06975257827741198,0.00016968229919036177,0.00015672350874082255,0.050392786174208136,0.0010858123195182786,0.10656900341325462,0.00027286937261813564,0.00024135384269113143,0.08103760977690176,0.0016721484725721039,0.6093812988158226,0.001076984751824872,0.0011782080979549296,0.3198463397216634,0.008162865150188107
0.4,0.07261697176893177,0.00017143046897198302,0.00015839022674923075,0.05091196316804778,0.001097359680608091,0.11195383229458808,0.00027856488920322036,0.0002912995838464813,0.08272908231583667,0.0020181827177831037,0.5895326278659612,0.0010715493419480252,0.001247078624965918,0.31823211449605027,0.008640014157896413
0.3,0.0768350041727443,0.00017546491440145233,0.00017958188270085696,0.05211012553871836,0.0012441797798270347,0.1185145865454735,0.00028113971182016896,0.00027172475087520716,0.08349376128465968,0.0018825642967594182,0.5642534328546234,0.001064431342896848,0.000967793657530838,0.316118188612881,0.006705071144345302
0.2,0.08090710982110318,0.0001782018719779947,0.00022444077685114376,0.0529229558609186,0.001554971315185639,0.1263007405038895,0.0002871956747147853,0.00026683145665561684,0.08529228030923379,0.0018486625599405644,0.535832703451751,0.0010556317066840158,0.0010842246184298045,0.3135048448038924,0.007511728503749602
0.1,0.08604049919292242,0.00018281738742619035,0.000215029174339392,0.05429368624455009,0.0014897658202616512,0.1358290620020057,0.0002917097350904754,0.0003084024940354789,0.08663288024437739,0.0021366751554016284,0.5022152935248173,0.0010392144422545439,0.0010619297554668437,0.30862919366109604,0.007357265162151069
0.0,0.09164485844217245,0.00018852535125497662,0.00017378588497507307,0.05598885540530884,0.0012040239296605892,0.1478709724165837,0.00030329750334409184,0.0002872328246093193,0.0900742523298986,0.001990007383299445,0.47083175862937765,0.0010108443221551284,0.0008121050173037636,0.3002037456165562,0.0056264286042068835
-0.1,0.09837024892414094,0.00019609218540727483,0.00022165048919110052,0.058236077757150465,0.0015356396352059296,0.16157925619643448,0.00031608359160121207,0.00032275529390033065,0.09387150528215121,0.0022361142697887916,0.4332446775006299,0.0009706991908020812,0.0008973865199592226,0.2882813174678191,0.006217276186387183
-0.2,0.10706176886676125,0.00020532588394124864,0.00021057591235729682,0.06097833076786445,0.0014589127162120362,0.18201876719538404,0.0003433424234017366,0.00029283829501716,0.10196691941100788,0.0020288432214862605,0.3936471718316956,0.0009055563400567281,0.0008500375847597446,0.26893498750852185,0.005889233140588056
-0.3,0.11695006235723242,0.00021826927761699376,0.00020115922760224788,0.06482230078113423,0.0013936720104736201,0.21016783616232962,0.0003895929706735243,0.0003486509334419933,0.11570255329991791,0.0024155245233113895,0.34642841395817586,0.0008203080538809772,0.000806966603197603,0.24361768171133397,0.005590828626998088
-0.4,0.1288372248066907,0.00023425335927768358,0.0002048609961816008,0.06956930393444827,0.0014193186155028253,0.25256996495792705,0.0004639144554765448,0.000423737289095114,0.13777478304750382,0.002935738055096956,0.29412037037037037,0.000716426683468157,0.0006440590232785554,0.21276666359291424,0.004462171805566577
-0.5,0.14154027917438952,0.00025426376294540175,0.00028676023640866884,0.07551205693872975,0.0019867331962011084,0.31914715164569013,0.0005836315852807688,0.0006917555090253342,0.17332875510233822,0.004792622752190199,0.23358654572940288,0.0005918008573581208,0.0006851765118996128,0.17575489137558076,0.004747042123051803
-0.6,0.15467693445047537,0.0002749262431053308,0.0002599983874900738,0.08164846568316798,0.0018013216680751527,0.4083627862909553,0.000733918802951911,0.0008292682040139358,0.21796152859111662,0.005745338649814119,0.17394825522801713,0.0004515820260750113,0.0005453523248104353,0.13411225913778949,0.003778311738389917
-0.7,0.16833081119848092,0.0003034993516529202,0.0003251235105799546,0.09013419787940463,0.002252521756238555,0.5195693892810426,0.0008750146812380401,0.0008317438252802825,0.25986462902328517,0.005762490257068563,0.12728804484756864,0.0003300105443475111,0.00034559406148261675,0.0980075757806727,0.0023943458931278984
-0.8,0.18369342898585858,0.0003380187309718394,0.0003548164617831331,0.10038587238632037,0.0024582405566808295,0.6207856398642008,0.000916620070287265,0.0009766623045256244,0.27222072912362744,0.006766514933102754,0.09600481859410431,0.0002503339525876796,0.000271184022382466,0.07434496942278497,0.001878818019869307
-0.9,0.19981932203274566,0.00038209296053865605,0.00035614457192389406,0.11347517655623764,0.002467441973648211,0.6941040707375974,0.0008704308065648167,0.0009626840885483956,0.2585032954171324,0.00666967101201583,0.07306279919375157,0.00019230872732716256,0.00020080966496788236,0.057112454403742914,0.0013912501695010253
-1.0,0.21717221968772535,0.000449722220605823,0.00040789686584542095,0.13355992822418436,0.0028259923835695015,0.7187663573105311,0.0008331121624759541,0.0009556525996196912,0.24742028640054872,0.006620955427706333,0.05464159737969262,0.0001426350962096463,0.0001402498912157757,0.042360222241959046,0.0009716797493669259
-1.1,0.24105220888507684,0.0005487574085980266,0.0005828324699887575,0.16297171175155598,0.0040379818012855635,0.7173072724490709,0.0008683244499965891,0.0009354905153420318,0.2578777429779221,0.006481268410284766,0.038965104560342655,0.00010238745672343871,0.00010220054118478845,0.030407350903448326,0.0007080661195723565
-1.2,0.271705565273088,0.0006390629821205727,0.0006394364988770163,0.1897909467488113,0.004430146017075806,0.7054799199225934,0.000921978930928211,0.0010932163288591124,0.27381222051492227,0.007574024900991636,0.027962805492567397,7.547645773170587e-05,7.568435647575406e-05,0.022415237262865637,0.0005243566030166424
-1.3,0.3062943651640405,0.0007041517724855608,0.0006363387589686791,0.20912122168527333,0.004408684245436311,0.6780955252096552,0.0009477639522896865,0.0008465478659752495,0.2814699377557081,0.005865055659632563,0.022059555303602922,6.177582812820574e-05,6.221644335221249e-05,0.01834638092749353,0.00043104816380905184
