ratio,average_triangular_op,triangular_op_sem,triangular_op_bootstrap_sem,triangular_op_std,triangular_op_bootstrap_std,average_villain_op,villain_op_sem,villain_op_bootstrap_sem,villain_op_std,villain_op_bootstrap_std,average_afm_op,afm_op_sem,afm_op_bootstrap_sem,afm_op_std,afm_op_bootstrap_std
1.0,0.06362452001239181,0.00012975131978919136,0.00012129179749423656,0.0385339575498245,0.0008403342232054926,0.09778061771167165,0.0002035597259682144,0.00022214050301300526,0.060453811584015235,0.0015390345505497296,0.4621110481229529,0.0009499436484175206,0.0010209432491704036,0.2821172708094138,0.007073302316830364
0.9,0.06776759548741468,0.00013423399519110825,0.00014734823683698383,0.039865236676139,0.0010208585304293922,0.10395400195662612,0.00021061190663668847,0.00021052336246237495,0.06254819051560673,0.001458548639860288,0.44932760141093475,0.0009382463288221968,0.000978647693756412,0.2786433638197564,0.00678027011318485
0.8,0.0718922662785103,0.0001397246817482037,0.00015623901473116604,0.04149587814517578,0.0010824556465555274,0.11055608313265075,0.0002176848334808137,0.0002266398109481876,0.0646487307120945,0.0015702066703202641,0.43517132779037543,0.0009181156891532767,0.0009532138722571031,0.27266490274735045,0.006604059428915088
0.7,0.07543345626502752,0.00014388212796664,0.00013698298351897585,0.04273056967939052,0.0009490459489089453,0.11666404141900841,0.00022582610152054898,0.00020266236138718986,0.06706655025762667,0.0014040860268179913,0.4172554484756866,0.0009007062630936797,0.0007991410413749603,0.26749459630393807,0.005536611544299734
0.6,0.0784282533317751,0.00014794272930771174,0.00011666430782688954,0.043936499915459316,0.0008082740343441125,0.12181513456924704,0.00023158246965865429,0.000200148346283271,0.06877609468334273,0.0013866684192540594,0.40469356261022926,0.0008820440699638057,0.0008751171992827706,0.2619522391316059,0.006062989806940548
0.5,0.0811733909477628,0.00015219572268676825,0.00016635144940232264,0.04519956734779461,0.0011525166491101846,0.12737013274157646,0.00024021906855203803,0.00023442478960558752,0.07134101915326888,0.001624142584602088,0.39205262660619805,0.0008636391099064222,0.0009304988399425019,0.2564862758511575,0.006446685068657256
0.4,0.08429799211553046,0.00015672878403379133,0.00016080829080794188,0.04654581025153337,0.0011141125198306664,0.1337501010810969,0.00025089318393346413,0.0002716348428956271,0.074511051717547,0.0018819413960048641,0.37655391786344167,0.000845192779909622,0.0008003001606750701,0.25100802639518577,0.005544642158379031
0.3,0.08769376242470898,0.00016213647344682824,0.00016404238261984343,0.04815180296608268,0.0011365189651688903,0.1411084038429807,0.0002622699691877271,0.0002871091227250096,0.07788976540426326,0.001989150351504979,0.3627702191987906,0.000821679107413652,0.0007451244157575188,0.24402486152817485,0.005162373384208394
0.2,0.09178250830806395,0.00016908394104640613,0.0001847312117052188,0.050215083879108245,0.001279855377668806,0.15045344703516622,0.0002777989922272624,0.00031156689595409715,0.08250162380823108,0.0021585987749960893,0.3477478584026203,0.0008004332602774288,0.0009244107459422964,0.23771520261304846,0.006404505516138811
0.1,0.09620526534655921,0.00017612804893214965,0.00020009239574921242,0.052307065330138056,0.001386280782583259,0.1627726292745414,0.0003003277180755389,0.00029509544469805577,0.08919227610294045,0.002044481213196658,0.33166304484756864,0.000769834198461404,0.000824203687660815,0.22862779640401057,0.005710250651256646
