annealing_time,average_triangular_op,triangular_op_sem,triangular_op_bootstrap_sem,triangular_op_std,triangular_op_bootstrap_std,average_villain_op,villain_op_sem,villain_op_bootstrap_sem,villain_op_std,villain_op_bootstrap_std,average_afm_op,afm_op_sem,afm_op_bootstrap_sem,afm_op_std,afm_op_bootstrap_std,average_vortices,vortices_sem,vortices_bootstrap_sem,vortices_std,vortices_bootstrap_std
3.6,0.09445603452055576,0.0006842528811453501,0.0007354057599121326,0.04837914658996382,0.005147840319384929,0.15325982916940503,0.0011378539643510798,0.0011498048451458519,0.08045037917439017,0.008048633916020963,0.022218518518518516,0.00023834292561615873,0.00023365967705637325,0.016851704471837783,0.0016356177393946128,54.5056,0.09853332172974896,0.08194331540019302,6.966661226154176,0.5736032078013511
4.0,0.0942946549449562,0.0006994522434763506,0.0007337429741441017,0.04945379632626393,0.005136200819008712,0.16282860384621944,0.0011864805875660361,0.0013319670151909172,0.08388845681719602,0.00932376910633642,0.02226512345679012,0.0002371394941973464,0.0002206772680513268,0.01676661753011496,0.0015447408763592878,50.54,0.09392680367653196,0.07847682616478543,6.64096378547572,0.549337783153498
5.3,0.09434118343795983,0.0007069203514050973,0.0007720542984353655,0.04998181849203068,0.005404380089047559,0.17097133168624498,0.0012489503740814878,0.001273263472090601,0.08830529603344593,0.008912844304634206,0.020896296296296295,0.00022483796006866034,0.00024798553214374193,0.015896854699307492,0.0017358987250061936,44.5594,0.09064158817839357,0.08418221732816081,6.40868720097962,0.5892755212971257
6.5,0.0956580145450193,0.0007102292603555535,0.0007227227058963204,0.05021577028906077,0.005059058941274243,0.17844875714371425,0.0013127156046168558,0.0012183405586032824,0.09281372781417833,0.008528383910222977,0.020770679012345677,0.00021920026819276418,0.00022438800110083024,0.015498249550233826,0.0015707160077058117,46.9786,0.08707252570671525,0.09053086518431387,6.156341611704146,0.633716056290197
8.0,0.09597071987162067,0.0007035178211926527,0.0007474971106124208,0.04974124733411448,0.005232479774286946,0.18984596797845799,0.0013871902878005466,0.0013148227150420772,0.09807935652290062,0.00920375900529454,0.020457098765432096,0.00022119307511107557,0.0002134685001715562,0.01563914818680968,0.0014942795012008933,33.5798,0.0833107107574133,0.09436295104866241,5.890367727060849,0.6605406573406368
9.5,0.09310972039640243,0.0006928607553012557,0.0007154158681334388,0.04898775433878242,0.005007911076934071,0.20288415119967956,0.001470734243702105,0.0013657574341108365,0.10398621552289714,0.009560302038775855,0.020766049382716048,0.00021862460923137536,0.00019304605800671097,0.015457548385436039,0.001351322406046977,32.763,0.08121308584866488,0.08227343658403327,5.7420580805143375,0.5759140560882329
11.0,0.09231699439000947,0.0006878658578948914,0.0006551316858046314,0.048634597077069706,0.00458592180063242,0.21209306635406064,0.0015362374854627373,0.0012631945045616776,0.10861753096573604,0.008842361531931742,0.020193518518518517,0.00021533034735294598,0.0002427060289004745,0.015224632189225812,0.0016989422023033216,28.6002,0.07700219386207068,0.07655303083883908,5.444332829649562,0.5358712158718736
12.0,0.08962124754741,0.0006769692679820893,0.0007807295407103072,0.04786416886953369,0.005465106784972151,0.22000890567915984,0.0016240358338795798,0.001772079358875557,0.11482519086086897,0.0124045555121289,0.02037037037037037,0.00022204929801017764,0.0002223757028562124,0.015699686233912973,0.0015566299199934871,26.789,0.07455150827097394,0.07068715208146213,5.271060519478031,0.4948100645702349
14.0,0.0892404262353344,0.000662392140900451,0.000514305077570093,0.04683351340957763,0.003600135542990651,0.23041341775084784,0.0016727222326710846,0.0016238481306148512,0.1182674948525292,0.011366936914303958,0.02043611111111111,0.00021379126099684825,0.00021759954351520134,0.015115813232831168,0.0015231968046064094,29.195,0.07136226954562853,0.06874576053719046,5.045569838977556,0.48122032376033325
16.0,0.08522128446137602,0.0006435200096444201,0.0006760925249335477,0.04549918566371228,0.004732647674534834,0.2376729912613549,0.0017047622737448348,0.0018037626202065866,0.1205328413151715,0.012626338341446107,0.020166049382716048,0.00021614575422213714,0.00024409274614678813,0.015282284395803342,0.0017086492230275168,24.0952,0.0684175678076687,0.07101264043845164,4.837368805456124,0.4970884830691614
18.0,0.0840696029429314,0.0006296663040190689,0.0006579874309740712,0.0445196787098779,0.004605912016818498,0.25170017610371015,0.0017833531422363374,0.0017766284731430579,0.12608949917099033,0.012436399312001406,0.020925617283950617,0.00022656673385506844,0.00020319892966415168,0.016019085241170215,0.0014223925076490619,23.1202,0.06604500572000967,0.05827905424134221,4.669620108745464,0.40795337968939543
20.0,0.0802598225145309,0.0006147357329503133,0.0006077137632926524,0.04346403348526721,0.0042539963430485665,0.26365916483867985,0.0018855901610566983,0.00133914463785274,0.1333180251395649,0.00937401246496918,0.020564197530864196,0.00022141116734033622,0.00021650473915287447,0.015654568094011057,0.0015155331740701213,19.3532,0.06380175612643403,0.06449770760045886,4.511014271757516,0.4514839532032121
30.0,0.07537190712592977,0.0005567874300723577,0.0005171555447113515,0.03936687946981087,0.003620088812979461,0.3055980914732842,0.002123278380390707,0.0021114538247185622,0.1501234395159273,0.014780176773029938,0.02024753086419753,0.00021659015444142483,0.00025056274516503934,0.015313705094124032,0.0017539392161552755,18.2718,0.05568882474105741,0.05284454676169509,3.9374007619240388,0.3699118273318656
50.0,0.07085849070962537,0.0005292988745996159,0.0005833361570829202,0.03742333945499048,0.004083353099580442,0.34841749704824737,0.002380836511256089,0.002626540073455661,0.16833372830231322,0.018385780514189626,0.020780864197530863,0.00022553240448821974,0.00024505711133543617,0.01594595442442112,0.0017153997793480532,10.1486,0.04913437132282306,0.055609432469607506,3.4739772653257246,0.38926602728725257
